,IMIĘ_PIERWSZE,PŁEĆ,LICZBA_WYSTĄPIEŃ
762,BOGDA,KOBIETA,224
763,CYNTHIA,KOBIETA,223
764,RENA,KOBIETA,223
765,AUGUSTA,KOBIETA,222
766,ESTHER,KOBIETA,222
767,WALBURGA,KOBIETA,222
768,ADOLFA,KOBIETA,221
769,YULIANA,KOBIETA,221
770,ELIZAVETA,KOBIETA,220
771,WINCENTA,KOBIETA,220
772,ZBIGNIEWA,KOBIETA,220
773,SOFIE,KOBIETA,219
774,LYDIA,KOBIETA,218
775,MARYAM,KOBIETA,218
776,VLADA,KOBIETA,217
777,ANAT,KOBIETA,216
778,GRACE,KOBIETA,216
779,FATMA,KOBIETA,215
780,LEAH,KOBIETA,215
781,ORYSIA,KOBIETA,215
782,RUT,KOBIETA,215
783,PAULINE,KOBIETA,213
784,WALESKA,KOBIETA,212
785,MARGARYTA,KOBIETA,211
786,ROBERTA,KOBIETA,211
787,AGATHA,KOBIETA,210
788,YVONNE,KOBIETA,209
789,ADOLFINA,KOBIETA,208
790,NADJA,KOBIETA,208
791,TAL,KOBIETA,208
792,JAGIENKA,KOBIETA,207
793,GABRIELLE,KOBIETA,206
794,MARGOTA,KOBIETA,205
795,FELICYTA,KOBIETA,204
796,KAMELIA,KOBIETA,204
797,PATRIZIA,KOBIETA,204
798,KIARA,KOBIETA,202
799,YAUHENIYA,KOBIETA,202
800,MARYANA,KOBIETA,200
801,NATALIJA,KOBIETA,200
802,ZOSIA,KOBIETA,200
803,REBEKA,KOBIETA,199
804,NADIJA,KOBIETA,198
805,VIRGINIA,KOBIETA,198
806,VIVIANA,KOBIETA,198
807,LUBOMIŁA,KOBIETA,197
808,SUZANNE,KOBIETA,197
809,KORYNA,KOBIETA,196
810,ZARA,KOBIETA,196
811,NOELIA,KOBIETA,195
812,TEREZA,KOBIETA,195
813,ELIF,KOBIETA,194
814,BLANCA,KOBIETA,193
815,ELMIRA,KOBIETA,193
816,IEVGENIIA,KOBIETA,192
817,LUCJANA,KOBIETA,192
818,MILLA,KOBIETA,192
819,DEBORAH,KOBIETA,191
820,SALMA,KOBIETA,191
821,NADIEŻDA,KOBIETA,190
822,SHIRA,KOBIETA,190
823,EDITH,KOBIETA,189
824,FRYDA,KOBIETA,188
825,KARLA,KOBIETA,188
826,KRYSPINA,KOBIETA,188
827,RAFAELA,KOBIETA,188
828,SUZANNA,KOBIETA,188
829,SUSANA,KOBIETA,187
830,KAMILIA,KOBIETA,185
831,LUDGARDA,KOBIETA,185
832,RONI,KOBIETA,185
833,SIMONE,KOBIETA,185
834,ECATERINA,KOBIETA,184
835,KASJANA,KOBIETA,184
836,MERVE,KOBIETA,184
837,KATERINA,KOBIETA,182
838,STELA,KOBIETA,182
839,VITTORIA,KOBIETA,181
840,DANIELLE,KOBIETA,180
841,DĄBRÓWKA,KOBIETA,180
842,DENISE,KOBIETA,180
843,ILIANA,KOBIETA,180
844,INHA,KOBIETA,180
845,STANISLAVA,KOBIETA,180
846,THỊ,KOBIETA,179
847,VIVIAN,KOBIETA,179
848,ZEFIRYNA,KOBIETA,178
849,TATJANA,KOBIETA,176
850,EUFROZYNA,KOBIETA,175
851,INEZA,KOBIETA,175
852,ROMINA,KOBIETA,175
853,ANNA-MARIA,KOBIETA,174
854,KARINE,KOBIETA,174
855,INESSA,KOBIETA,173
856,ZUZANA,KOBIETA,173
857,JENNY,KOBIETA,172
858,AYA,KOBIETA,171
859,DAMIANA,KOBIETA,171
860,JULIETTE,KOBIETA,171
861,CHANEL,KOBIETA,170
862,EDMUNDA,KOBIETA,170
863,SCARLETT,KOBIETA,170
864,VALERIYA,KOBIETA,170
865,BETTINA,KOBIETA,169
866,DORA,KOBIETA,169
867,ESTER,KOBIETA,169
868,IMAN,KOBIETA,169
869,SATURNINA,KOBIETA,169
870,VANESA,KOBIETA,169
871,BEATRIZ,KOBIETA,168
872,LEONIDA,KOBIETA,167
873,OLESYA,KOBIETA,167
874,PALOMA,KOBIETA,167
875,ZEYNEP,KOBIETA,167
876,HENRIETA,KOBIETA,166
877,KATHRIN,KOBIETA,166
878,WALTRAUD,KOBIETA,166
879,BIRUTA,KOBIETA,165
880,FLORA,KOBIETA,165
881,LUDOMIŁA,KOBIETA,165
882,WALTRAUT,KOBIETA,165
883,ELIGIA,KOBIETA,164
884,IRIS,KOBIETA,164
885,JULIETTA,KOBIETA,164
886,NELI,KOBIETA,164
887,HANIA,KOBIETA,163
888,NORA,KOBIETA,163
889,WISŁAWA,KOBIETA,163
890,ANNETTE,KOBIETA,162
891,INGEBORG,KOBIETA,162
892,TATYANA,KOBIETA,162
893,WIEŃCZYSŁAWA,KOBIETA,162
894,EVELYN,KOBIETA,161
895,CECILIA,KOBIETA,160
896,IVANA,KOBIETA,160
897,MARINE,KOBIETA,160
898,ANNIKA,KOBIETA,159
899,NADEJDA,KOBIETA,159
900,SYLWINA,KOBIETA,159
901,YASMINE,KOBIETA,159
902,MARGARETE,KOBIETA,158
903,EDELTRAUD,KOBIETA,157
904,JOLA,KOBIETA,157
905,KATRINA,KOBIETA,157
906,ALBERTYNA,KOBIETA,156
907,BELLA,KOBIETA,156
908,CLAIRE,KOBIETA,156
909,NADEZHDA,KOBIETA,156
910,KATE,KOBIETA,155
911,EMILIYA,KOBIETA,153
912,IULIA,KOBIETA,153
913,IWONKA,KOBIETA,153
914,KAYLA,KOBIETA,153
915,LUCIE,KOBIETA,153
916,MALVINA,KOBIETA,153
917,EDWINA,KOBIETA,152
918,LOUISE,KOBIETA,152
919,AFRODYTA,KOBIETA,151
920,NICOLL,KOBIETA,151
921,KELLY,KOBIETA,150
922,AMBER,KOBIETA,149
923,ANATOLA,KOBIETA,149
924,DENISA,KOBIETA,149
925,HANNELORE,KOBIETA,149
926,ARYNA,KOBIETA,148
927,HEIDI,KOBIETA,148
928,KHAVA,KOBIETA,148
929,KIM,KOBIETA,147
930,RAQUEL,KOBIETA,147
931,ZINA,KOBIETA,147
932,ZYGFRYDA,KOBIETA,147
933,ANATOLIA,KOBIETA,145
934,AVA,KOBIETA,145
935,JOSEPHINE,KOBIETA,145
936,ŻAKLIN,KOBIETA,145
937,CYNTIA,KOBIETA,144
938,LANA,KOBIETA,144
939,STEFANIIA,KOBIETA,143
940,ANDŻELA,KOBIETA,142
941,DARINA,KOBIETA,141
942,HILDEGARD,KOBIETA,141
943,KASIA,KOBIETA,141
944,FRIDA,KOBIETA,140
945,JULIETA,KOBIETA,140
946,NEONILA,KOBIETA,140
947,SABINE,KOBIETA,140
948,DOMINIQUE,KOBIETA,139
949,JUTA,KOBIETA,139
950,KATJA,KOBIETA,139
951,LILIAN,KOBIETA,139
952,MARÍA,KOBIETA,139
953,MARION,KOBIETA,139
954,SYLWANA,KOBIETA,139
955,CINDY,KOBIETA,138
956,KORDULA,KOBIETA,138
957,LIDA,KOBIETA,138
958,MERCEDES,KOBIETA,138
959,JUSTINE,KOBIETA,137
960,MARGERITA,KOBIETA,137
961,ANŻELIKA,KOBIETA,136
962,FLORIANNA,KOBIETA,136
963,LOLA,KOBIETA,136
964,DAIANA,KOBIETA,135
965,KOLETA,KOBIETA,135
966,LÉA,KOBIETA,135
967,LOLITA,KOBIETA,135
968,WIWIANA,KOBIETA,135
969,YUVAL,KOBIETA,135
970,LAUREN,KOBIETA,134
971,SEDA,KOBIETA,134
972,HILARIA,KOBIETA,133
973,KEREN,KOBIETA,133
974,LENKA,KOBIETA,133
975,NANCY,KOBIETA,133
976,NILA,KOBIETA,133
977,YASMINA,KOBIETA,133
978,GEORGINA,KOBIETA,132
979,ILANA,KOBIETA,132
980,KRISTINE,KOBIETA,132
981,EDELTRAUT,KOBIETA,131
982,KAMA,KOBIETA,130
983,LORETTA,KOBIETA,130
984,ANN,KOBIETA,129
985,MIHAELA,KOBIETA,129
986,BEATRICE,KOBIETA,128
987,JUDITH,KOBIETA,128
988,KATIE,KOBIETA,128
989,MAURA,KOBIETA,128
990,ANI,KOBIETA,127
991,ANNAMARIA,KOBIETA,127
992,BEATRYCZE,KOBIETA,127
993,BERNADYNA,KOBIETA,127
994,BRIGITTE,KOBIETA,127
995,ŁARYSA,KOBIETA,127
996,STEFANIE,KOBIETA,127
997,EDITA,KOBIETA,126
998,RYMMA,KOBIETA,126
999,VIORICA,KOBIETA,126
1000,CAMILLE,KOBIETA,125
1001,KORA,KOBIETA,125
1002,ZARINA,KOBIETA,124
1003,ANNEMARIE,KOBIETA,123
1004,ASHLEY,KOBIETA,123
1005,CARINA,KOBIETA,123
1006,ELLEN,KOBIETA,123
1007,JUTTA,KOBIETA,123
1008,LETICIA,KOBIETA,123
1009,LIUBOU,KOBIETA,123
1010,SYBILA,KOBIETA,123
1011,ARETA,KOBIETA,122
1012,MALENA,KOBIETA,121
1013,ALEXIA,KOBIETA,120
1014,ANASTASIJA,KOBIETA,120
1015,AYLIN,KOBIETA,120
1016,ESRA,KOBIETA,120
1017,FIONA,KOBIETA,120
1018,HILA,KOBIETA,120
1019,MARISA,KOBIETA,120
1020,XYMENA,KOBIETA,120
1021,ANNABELLE,KOBIETA,119
1022,GISELA,KOBIETA,119
1023,JULIJA,KOBIETA,119
1024,ZUZA,KOBIETA,119
1025,LILLIAN,KOBIETA,118
1026,TANIA,KOBIETA,118
1027,ANAHIT,KOBIETA,117
1028,FILIPINA,KOBIETA,117
1029,GABRIELE,KOBIETA,117
1030,MADELEINE,KOBIETA,117
1031,NARINE,KOBIETA,117
1032,ROSANNA,KOBIETA,117
1033,XENIA,KOBIETA,117
1034,DANIELLA,KOBIETA,116
1035,FABIANA,KOBIETA,116
1036,MOLLY,KOBIETA,116
1037,NIKITA,KOBIETA,116
1038,ROSEMARIE,KOBIETA,116
1039,ISABELL,KOBIETA,115
1040,MONA,KOBIETA,115
1041,ALEVTYNA,KOBIETA,114
1042,DAMARIS,KOBIETA,114
1043,DOROTHEA,KOBIETA,114
1044,GAYANE,KOBIETA,114
1045,KHEDA,KOBIETA,114
1046,LUSINE,KOBIETA,114
1047,NATIA,KOBIETA,114
1048,AMIT,KOBIETA,113
1049,LIAT,KOBIETA,113
1050,MATHILDE,KOBIETA,113
1051,NANA,KOBIETA,113
1052,TIFFANY,KOBIETA,113
1053,BERNARDETTA,KOBIETA,112
1054,ITA,KOBIETA,112
1055,KAIA,KOBIETA,112
1056,KIMBERLY,KOBIETA,112
1057,NOGA,KOBIETA,112
1058,RAJMUNDA,KOBIETA,112
1059,EMILIANA,KOBIETA,111
1060,FERNANDA,KOBIETA,111
1061,RODICA,KOBIETA,111
1062,BEATE,KOBIETA,110
1063,IWA,KOBIETA,110
1064,JANET,KOBIETA,110
1065,PIA,KOBIETA,110
1066,HELENE,KOBIETA,109
1067,LIUBA,KOBIETA,109
1068,OŁENA,KOBIETA,109
1069,SUZANA,KOBIETA,109
1070,TAIDA,KOBIETA,109
1071,TELIMENA,KOBIETA,109
1072,BOZHENA,KOBIETA,108
1073,CASSANDRA,KOBIETA,108
1074,KORINA,KOBIETA,108
1075,LIUBOMYRA,KOBIETA,108
1076,PRZEMYSŁAWA,KOBIETA,108
1077,WILMA,KOBIETA,108
1078,ASIA,KOBIETA,107
1079,AYŞE,KOBIETA,107
1080,DALILA,KOBIETA,107
1081,DOROTHY,KOBIETA,107
1082,YELENA,KOBIETA,107
1083,ZYGRYDA,KOBIETA,107
1084,ELSA,KOBIETA,106
1085,FLAVIA,KOBIETA,106
1086,TOMIRA,KOBIETA,106
1087,MARIANNE,KOBIETA,105
1088,OLESEA,KOBIETA,105
1089,RENATE,KOBIETA,105
1090,SHIR,KOBIETA,105
1091,ALIA,KOBIETA,104
1092,ARKADIA,KOBIETA,104
1093,FEDERICA,KOBIETA,104
1094,JEANETTE,KOBIETA,104
1095,KWIRYNA,KOBIETA,104
1096,LEONIE,KOBIETA,104
1097,LILIT,KOBIETA,104
1098,OFELIA,KOBIETA,104
1099,SELIN,KOBIETA,104
1100,CATERINA,KOBIETA,103
1101,FRIEDA,KOBIETA,103
1102,HENRIETTA,KOBIETA,103
1103,KARIONA,KOBIETA,103
1104,LIJA,KOBIETA,103
1105,TARA,KOBIETA,103
1106,VANDA,KOBIETA,103
1107,GAL,KOBIETA,102
1108,MAKKA,KOBIETA,102
1109,MARYSIA,KOBIETA,102
1110,RENISŁAWA,KOBIETA,102
1111,SASKIA,KOBIETA,102
1112,SELMA,KOBIETA,102
1113,YASEMIN,KOBIETA,102
1114,LUCIANA,KOBIETA,101
1115,MERYEM,KOBIETA,101
1116,NETA,KOBIETA,101
1117,RAYANA,KOBIETA,101
1118,AYLA,KOBIETA,100
1119,DARIYA,KOBIETA,100
1120,FARIDA,KOBIETA,100
1121,MAKSYMILIANA,KOBIETA,100
1122,VIOLA,KOBIETA,100
1123,ZORYANA,KOBIETA,100
1124,ALEJANDRA,KOBIETA,99
1125,CHRISTA,KOBIETA,99
1126,DAGMAR,KOBIETA,99
1127,DAGNY,KOBIETA,99
1128,ELLI,KOBIETA,99
1129,EMINE,KOBIETA,99
1130,GIOVANNA,KOBIETA,99
1131,REHINA,KOBIETA,99
1132,SALWINA,KOBIETA,99
1133,STEPANIIA,KOBIETA,99
1134,ERICA,KOBIETA,98
1135,FLORENCIA,KOBIETA,98
1136,MINA,KOBIETA,98
1137,ARIA,KOBIETA,97
1138,DILARA,KOBIETA,97
1139,MARGITA,KOBIETA,97
1140,MICAELA,KOBIETA,97
1141,NONNA,KOBIETA,97
1142,BIBIANA,KOBIETA,96
1143,INDIA,KOBIETA,96
1144,JUSTINA,KOBIETA,96
1145,MICHELE,KOBIETA,96
1146,RIMA,KOBIETA,96
1147,ROTEM,KOBIETA,96
1148,ANNELIESE,KOBIETA,95
1149,CHLOÉ,KOBIETA,95
1150,GIORGIA,KOBIETA,95
1151,IVONA,KOBIETA,95
1152,JANKA,KOBIETA,95
1153,LILIJA,KOBIETA,95
1154,MONIQUE,KOBIETA,95
1155,SALOME,KOBIETA,95
1156,SHANI,KOBIETA,95
1157,BRENDA,KOBIETA,94
1158,CELINE,KOBIETA,94
1159,DAISY,KOBIETA,94
1160,HASMIK,KOBIETA,94
1161,MIJA,KOBIETA,94
1162,NAIRA,KOBIETA,94
1163,PETIMAT,KOBIETA,94
1164,DAROMIŁA,KOBIETA,93
1165,IWANNA,KOBIETA,93
1166,JOANA,KOBIETA,93
1167,KARALINA,KOBIETA,93
1168,MARTIKA,KOBIETA,93
1169,MIROSLAVA,KOBIETA,93
1170,ORIT,KOBIETA,93
1171,SORAYA,KOBIETA,93
1172,ALANA,KOBIETA,92
1173,AMINAT,KOBIETA,92
1174,DOINA,KOBIETA,92
1175,HADAR,KOBIETA,92
1176,JANETA,KOBIETA,92
1177,JANETTA,KOBIETA,92
1178,MICHELA,KOBIETA,92
1179,SOFYA,KOBIETA,92
1180,SYDONIA,KOBIETA,92
1181,ANYA,KOBIETA,91
1182,ELISE,KOBIETA,91
1183,EVGENIYA,KOBIETA,91
1184,FLORENCE,KOBIETA,91
1185,IRAIDA,KOBIETA,91
1186,ISABELA,KOBIETA,91
1187,MAI,KOBIETA,91
1188,NATALI,KOBIETA,91
1189,PAVLINA,KOBIETA,91
1190,TALI,KOBIETA,91
1191,VALERIE,KOBIETA,91
1192,VIYALETA,KOBIETA,91
1193,YEVHENIYA,KOBIETA,91
1194,ALBERTA,KOBIETA,90
1195,ANDRZELINA,KOBIETA,90
1196,ASYA,KOBIETA,90
1197,DERYA,KOBIETA,90
1198,ALIYA,KOBIETA,89
1199,BRUNHILDA,KOBIETA,89
1200,IVETA,KOBIETA,89
1201,JANE,KOBIETA,89
1202,KATHRYN,KOBIETA,89
1203,LEOPOLDA,KOBIETA,89
1204,MYRIAM,KOBIETA,89
1205,ROSITA,KOBIETA,89
1206,SAWA,KOBIETA,89
1207,YING,KOBIETA,89
1208,ANZELMA,KOBIETA,88
1209,CHANA,KOBIETA,88
1210,EVGENIIA,KOBIETA,88
1211,LADA,KOBIETA,88
1212,MAAYAN,KOBIETA,88
1213,NICOLETA,KOBIETA,88
1214,ROSWITA,KOBIETA,88
1215,THUY,KOBIETA,88
1216,AMÉLIE,KOBIETA,87
1217,ANABELLA,KOBIETA,87
1218,CAROLIN,KOBIETA,87
1219,ELLIE,KOBIETA,87
1220,HOLLY,KOBIETA,87
1221,KORALIA,KOBIETA,87
1222,SOLOMIYA,KOBIETA,87
1223,AYELET,KOBIETA,86
1224,DIANE,KOBIETA,86
1225,EFRAT,KOBIETA,86
1226,KAROLINE,KOBIETA,86
1227,KLARYSA,KOBIETA,86
1228,NAAMA,KOBIETA,86
1229,PHUONG,KOBIETA,86
1230,STEFANIYA,KOBIETA,86
1231,SUZAN,KOBIETA,86
1232,BURCU,KOBIETA,85
1233,EUZEBIA,KOBIETA,85
1234,GEORGIA,KOBIETA,85
1235,KERSTIN,KOBIETA,85
1236,ORYNA,KOBIETA,85
1237,WIOLA,KOBIETA,85
1238,YAN,KOBIETA,85
1239,DINARA,KOBIETA,84
1240,KHATUNA,KOBIETA,84
1241,KLOTYLDA,KOBIETA,84
1242,MATHILDA,KOBIETA,84
1243,RADZISŁAWA,KOBIETA,84
1244,SIGRID,KOBIETA,84
1245,ALODIA,KOBIETA,83
1246,ARIELA,KOBIETA,83
1247,ARMINE,KOBIETA,83
1248,DALIDA,KOBIETA,83
1249,KONSTANTYNA,KOBIETA,83
1250,NOAM,KOBIETA,83
1251,NONA,KOBIETA,83
1252,INGE,KOBIETA,82
1253,LYUDMILA,KOBIETA,82
1254,MARGARETTA,KOBIETA,82
1255,MELODY,KOBIETA,82
1256,NAWOJKA,KOBIETA,82
1257,RUBY,KOBIETA,82
1258,TEA,KOBIETA,82
1259,WALDEMARA,KOBIETA,82
1260,ARNIKA,KOBIETA,81
1261,FRANZISKA,KOBIETA,81
1262,HADAS,KOBIETA,81
1263,JING,KOBIETA,81
1264,JOANNE,KOBIETA,81
1265,KATHLEEN,KOBIETA,81
1266,MÁRIA,KOBIETA,81
1267,ROSALIA,KOBIETA,81
1268,TARSYLIA,KOBIETA,81
1269,VLADLENA,KOBIETA,81
1270,ALOJZJA,KOBIETA,80
1271,ANETTE,KOBIETA,80
1272,ANZHALIKA,KOBIETA,80
1273,AUDREY,KOBIETA,80
1274,CANSU,KOBIETA,80
1275,EINAT,KOBIETA,80
1276,FELICIA,KOBIETA,80
1277,GERTRUD,KOBIETA,80
1278,INBAL,KOBIETA,80
1279,JENIFER,KOBIETA,80
1280,LOUISA,KOBIETA,80
1281,MIŁA,KOBIETA,80
1282,THU,KOBIETA,80
1283,ALISON,KOBIETA,79
1284,BRIGIDA,KOBIETA,79
1285,CORINA,KOBIETA,79
1286,DOMINICA,KOBIETA,79
1287,ELİF,KOBIETA,79
1288,GIZEM,KOBIETA,79
1289,RIMMA,KOBIETA,79
1290,RUSŁANA,KOBIETA,79
1291,TEONA,KOBIETA,79
1292,ADELHEID,KOBIETA,78
1293,AMAL,KOBIETA,78
1294,ELIDIA,KOBIETA,78
1295,FLAWIA,KOBIETA,78
1296,JEKATIERINA,KOBIETA,78
1297,LI,KOBIETA,78
1298,TACJANA,KOBIETA,78
1299,VIKTORIJA,KOBIETA,78
1300,WENESA,KOBIETA,78
1301,YEVGENIYA,KOBIETA,78
1302,ALBA,KOBIETA,77
1303,ATENA,KOBIETA,77
1304,BERNADETTE,KOBIETA,77
1305,BÜŞRA,KOBIETA,77
1306,GINA,KOBIETA,77
1307,LUDMYŁA,KOBIETA,77
1308,ROSALIE,KOBIETA,77
1309,SILVANA,KOBIETA,77
1310,TESSA,KOBIETA,77
1311,WITA,KOBIETA,77
1312,ZAREMA,KOBIETA,77
1313,CHEN,KOBIETA,76
1314,EBRU,KOBIETA,76
1315,ESTELLE,KOBIETA,76
1316,GERARDA,KOBIETA,76
1317,MOR,KOBIETA,76
1318,CELIA,KOBIETA,75
1319,EDEN,KOBIETA,75
1320,GAYA,KOBIETA,75
1321,LECHOSŁAWA,KOBIETA,75
1322,LORETA,KOBIETA,75
1323,ORESTA,KOBIETA,75
1324,SYLVIE,KOBIETA,75
1325,ZAHRA,KOBIETA,75
1326,AIGERIM,KOBIETA,74
1327,ANTANINA,KOBIETA,74
1328,DAFNA,KOBIETA,74
1329,ELISABETTA,KOBIETA,74
1330,HAŁYNA,KOBIETA,74
1331,HORTENSJA,KOBIETA,74
1332,ILARIA,KOBIETA,74
1333,KLAVDIIA,KOBIETA,74
1334,KONRADA,KOBIETA,74
1335,MARKHA,KOBIETA,74
1336,MATILDE,KOBIETA,74
1337,NADEZDA,KOBIETA,74
1338,SASHA,KOBIETA,74
1339,WITOSŁAWA,KOBIETA,74
1340,ARIEL,KOBIETA,73
1341,ESMERALDA,KOBIETA,73
1342,LILLIANA,KOBIETA,73
1343,LIOR,KOBIETA,73
1344,MARIELA,KOBIETA,73
1345,MASZA,KOBIETA,73
1346,MERI,KOBIETA,73
1347,SELINA,KOBIETA,73
1348,TRAUTA,KOBIETA,73
1349,AALIYAH,KOBIETA,72
1350,DOBROMIRA,KOBIETA,72
1351,HEDWIG,KOBIETA,72
1352,KETEVAN,KOBIETA,72
1353,MAY,KOBIETA,72
1354,ODETTA,KOBIETA,72
1355,SERENA,KOBIETA,72
1356,SIBEL,KOBIETA,72
1357,TOSIA,KOBIETA,72
1358,ALEXA,KOBIETA,71
1359,ALINE,KOBIETA,71
1360,CATALEYA,KOBIETA,71
1361,IAROSLAVA,KOBIETA,71
1362,LAWINIA,KOBIETA,71
1363,LILIANE,KOBIETA,71
1364,NADINA,KOBIETA,71
1365,THEA,KOBIETA,71
1366,WITOLDA,KOBIETA,71
1367,ANABEL,KOBIETA,70
1368,MARLENE,KOBIETA,70
1369,MELA,KOBIETA,70
1370,MILADA,KOBIETA,70
1371,ROXANNE,KOBIETA,70
1372,SEVDA,KOBIETA,70
1373,SHEILA,KOBIETA,70
1374,SONYA,KOBIETA,70
1375,ALISHA,KOBIETA,69
1376,EMI,KOBIETA,69
1377,GALIA,KOBIETA,69
1378,GRYZELDA,KOBIETA,69
1379,LATIKA,KOBIETA,69
1380,LUANA,KOBIETA,69
1381,MILENIA,KOBIETA,69
1382,YULIANNA,KOBIETA,69
1383,ZELMA,KOBIETA,69
1384,ANKA,KOBIETA,68
1385,DORINA,KOBIETA,68
1386,HERMENEGILDA,KOBIETA,68
1387,JAQUELINE,KOBIETA,68
1388,JULIET,KOBIETA,68
1389,KAYAH,KOBIETA,68
1390,LAETITIA,KOBIETA,68
1391,LÉNA,KOBIETA,68
1392,LETIZIA,KOBIETA,68
1393,MARI,KOBIETA,68
1394,MIEROSŁAWA,KOBIETA,68
1395,RADA,KOBIETA,68
1396,ZYGMUNTA,KOBIETA,68
1397,AICHA,KOBIETA,67
1398,CHAJA,KOBIETA,67
1399,ELIZABET,KOBIETA,67
1400,ERIN,KOBIETA,67
1401,ERNESTA,KOBIETA,67
1402,HONG,KOBIETA,67
1403,INBAR,KOBIETA,67
1404,LIHI,KOBIETA,67
1405,MORAN,KOBIETA,67
1406,RUZANNA,KOBIETA,67
1407,SAFIYA,KOBIETA,67
1408,TANYA,KOBIETA,67
1409,VERONIQUE,KOBIETA,67
1410,ADELE,KOBIETA,66
1411,ALEKSA,KOBIETA,66
1412,EUDOKIA,KOBIETA,66
1413,FABIENNE,KOBIETA,66
1414,IELYZAVETA,KOBIETA,66
1415,JÚLIA,KOBIETA,66
1416,MARGARETHE,KOBIETA,66
1417,MARŻOLENA,KOBIETA,66
1418,REBECA,KOBIETA,66
1419,ROMI,KOBIETA,66
1420,ROMY,KOBIETA,66
1421,SIVAN,KOBIETA,66
1422,THANH,KOBIETA,66
1423,VASILISA,KOBIETA,66
1424,ZAIRA,KOBIETA,66
1425,ALEXIS,KOBIETA,65
1426,ANGIELIKA,KOBIETA,65
1427,ANTONELLA,KOBIETA,65
1428,EZGI,KOBIETA,65
1429,GALIT,KOBIETA,65
1430,GUDRUN,KOBIETA,65
1431,INDIRA,KOBIETA,65
1432,IVA,KOBIETA,65
1433,LAN,KOBIETA,65
1434,LELA,KOBIETA,65
1435,MELINA,KOBIETA,65
1436,MELITA,KOBIETA,65
1437,NELYA,KOBIETA,65
1438,NGOC,KOBIETA,65
1439,NICOLETTE,KOBIETA,65
1440,SOFÍA,KOBIETA,65
1441,ŚWIĘTOSŁAWA,KOBIETA,65
1442,WIRA,KOBIETA,65
1443,YEVDOKIIA,KOBIETA,65
1444,AISZA,KOBIETA,64
1445,ANISA,KOBIETA,64
1446,CATALINA,KOBIETA,64
1447,EDA,KOBIETA,64
1448,IVY,KOBIETA,64
1449,JOLITA,KOBIETA,64
1450,OR,KOBIETA,64
1451,RANIA,KOBIETA,64
1452,WŁODZISŁAWA,KOBIETA,64
1453,ELODIE,KOBIETA,63
1454,GIZELLA,KOBIETA,63
1455,KARIMA,KOBIETA,63
1456,LEE,KOBIETA,63
1457,LUDMYLA,KOBIETA,63
1458,MANANA,KOBIETA,63
1459,NATASCHA,KOBIETA,63
1460,RINA,KOBIETA,63
1461,RONIT,KOBIETA,63
1462,TANJA,KOBIETA,63
1463,VIVIANE,KOBIETA,63
1464,WALENTINA,KOBIETA,63
1465,AGATHE,KOBIETA,62
1466,ASTRYDA,KOBIETA,62
1467,BOHDANNA,KOBIETA,62
1468,DONNA,KOBIETA,62
1469,FERDYNANDA,KOBIETA,62
1470,GOHAR,KOBIETA,62
1471,GRACIELA,KOBIETA,62
1472,KARENA,KOBIETA,62
1473,KHADIZHAT,KOBIETA,62
1474,LIDZIYA,KOBIETA,62
1475,MARGIT,KOBIETA,62
1476,NADYA,KOBIETA,62
1477,ODETA,KOBIETA,62
1478,ROZANNA,KOBIETA,62
1479,SHIRLEY,KOBIETA,62
1480,TALIA,KOBIETA,62
1481,ANH,KOBIETA,61
1482,EMILI,KOBIETA,61
1483,FANNY,KOBIETA,61
1484,GALI,KOBIETA,61
1485,JARMILA,KOBIETA,61
1486,KATALIN,KOBIETA,61
1487,MYLANA,KOBIETA,61
1488,PRISCILLA,KOBIETA,61
1489,REUT,KOBIETA,61
1490,RUFINA,KOBIETA,61
1491,IRA,KOBIETA,60
1492,KARMELA,KOBIETA,60
1493,KLEOPATRA,KOBIETA,60
1494,LAVINIA,KOBIETA,60
1495,LIYA,KOBIETA,60
1496,LUDOSŁAWA,KOBIETA,60
1497,ÖZGE,KOBIETA,60
1498,SANDY,KOBIETA,60
1499,THERESA,KOBIETA,60
1500,ALWINA,KOBIETA,59
1501,ANNA-MARIIA,KOBIETA,59
1502,CHANTELLE,KOBIETA,59
1503,ELEANOR,KOBIETA,59
1504,GILI,KOBIETA,59
1505,LEJLA,KOBIETA,59
1506,MARGHERITA,KOBIETA,59
1507,NADIN,KOBIETA,59
1508,NICOLLE,KOBIETA,59
1509,THERESE,KOBIETA,59
1510,CHELSEA,KOBIETA,58
1511,DANIEL,KOBIETA,58
1512,DUYGU,KOBIETA,58
1513,EDELGARDA,KOBIETA,58
1514,EVE,KOBIETA,58
1515,EVGENIA,KOBIETA,58
1516,GAMZE,KOBIETA,58
1517,IOANA,KOBIETA,58
1518,LALI,KOBIETA,58
1519,LOTTA,KOBIETA,58
1520,MARIAMI,KOBIETA,58
1521,MARISSA,KOBIETA,58
1522,RIVKA,KOBIETA,58
1523,SANTANA,KOBIETA,58
1524,SHELLY,KOBIETA,58
1525,TAMARI,KOBIETA,58
1526,CHARLOTTA,KOBIETA,57
1527,IMELDA,KOBIETA,57
1528,LIDWINA,KOBIETA,57
1529,MERIEM,KOBIETA,57
1530,RAYISA,KOBIETA,57
1531,ROXANNA,KOBIETA,57
1532,SAMUELA,KOBIETA,57
1533,SHAHAR,KOBIETA,57
1534,THI THUY,KOBIETA,57
1535,WIĘCESŁAWA,KOBIETA,57
1536,YUSTYNA,KOBIETA,57
