,Nazwisko aktualne,Liczba
2027,JEDLIŃSKI,1417
2028,ZWIERZYŃSKI,1417
2029,ŻABA,1417
2030,KUKIEŁKA,1416
2031,NIEWĘGŁOWSKI,1416
2032,KUBIŃSKI,1415
2033,NOWOSAD,1411
2034,SZCZEPKOWSKI,1411
2035,FRANCZYK,1410
2036,NOWIK,1410
2037,KURPIEWSKI,1408
2038,MŁYŃSKI,1407
2039,REGULSKI,1407
2040,SZABLEWSKI,1407
2041,JANCZEWSKI,1406
2042,GÓRNICKI,1405
2043,PTASIŃSKI,1403
2044,LIPA,1402
2045,SKOCZEK,1402
2046,KMITA,1401
2047,KOCOŃ,1401
2048,KOSICKI,1401
2049,NĘDZA,1401
2050,SOBECKI,1400
2051,GĘBSKI,1399
2052,ŁOJEK,1399
2053,ŻĄDŁO,1399
2054,ROGACKI,1398
2055,GUCWA,1397
2056,ŻYGADŁO,1397
2057,MALIŃSKI,1396
2058,PAŁYS,1396
2059,CZECHOWICZ,1395
2060,GNIADEK,1395
2061,GRONOWSKI,1393
2062,LESIŃSKI,1393
2063,MACHURA,1392
2064,SMAGA,1392
2065,KIEDROWSKI,1391
2066,MIELNICZUK,1390
2067,STOLAREK,1390
2068,CHMIELOWSKI,1389
2069,KONIOR,1389
2070,LISIAK,1389
2071,GOLIK,1388
2072,KURDZIEL,1387
2073,PAKULSKI,1387
2074,BARTOS,1386
2075,CHODOROWSKI,1386
2076,RAFALSKI,1386
2077,STEFANIUK,1386
2078,ZIÓŁEK,1386
2079,JĘDRZEJAK,1385
2080,SULIMA,1385
2081,JURA,1384
2082,KRAWCZAK,1384
2083,SZAŁKOWSKI,1383
2084,SCHULZ,1381
2085,DUDKA,1380
2086,FĄFARA,1380
2087,CIEPLIŃSKI,1379
2088,MATUSZCZYK,1379
2089,WIEWIÓRA,1379
2090,BLICHARZ,1378
2091,KASZUBOWSKI,1378
2092,MUZYKA,1378
2093,RICHTER,1378
2094,PROKOPOWICZ,1377
2095,SZCZECIŃSKI,1377
2096,LIBERA,1376
2097,SKRZYNIARZ,1376
2098,MARSZAŁ,1375
2099,ŚMIAŁEK,1375
2100,CEGIELSKI,1373
2101,DMOWSKI,1373
2102,RAWSKI,1373
2103,KROPIDŁOWSKI,1372
2104,MAKOWIECKI,1372
2105,PERZ,1372
2106,SAKOWICZ,1371
2107,KMIECIAK,1370
2108,OLKOWSKI,1370
2109,WALKOWSKI,1370
2110,JAMROZIK,1369
2111,KĘSKA,1369
2112,ROMANOWICZ,1369
2113,KOBIAŁKA,1368
2114,DRĄŻEK,1367
2115,SARZYŃSKI,1367
2116,JELIŃSKI,1366
2117,SAWA,1366
2118,WIĘCŁAW,1366
2119,CZEKAŁA,1365
2120,IDZIAK,1365
2121,OPAŁKA,1364
2122,RZESZUTEK,1364
2123,KARP,1363
2124,KIJEWSKI,1363
2125,KOŁTUN,1363
2126,BRYŚ,1362
2127,STARZEC,1362
2128,STYŚ,1362
2129,BURAK,1361
2130,KONIECZKA,1361
2131,FRYC,1360
2132,ŚMIETANA,1359
2133,WAŻNY,1359
2134,JARZYŃSKI,1358
2135,ZAMOJSKI,1358
2136,DZIADOSZ,1357
2137,WOJTAL,1356
2138,SULEJ,1355
2139,MIGDAŁ,1354
2140,MRÓWCZYŃSKI,1354
2141,JAKUBEK,1353
2142,AUGUSTYNOWICZ,1352
2143,MOŻDŻEŃ,1352
2144,NIEWIŃSKI,1352
2145,WĄCHAŁA,1351
2146,GRZEGOREK,1349
2147,PALACZ,1349
2148,BUJNOWSKI,1348
2149,MARCZYŃSKI,1347
2150,CZEKALSKI,1346
2151,MÜLLER,1346
2152,STROJNY,1346
2153,WALCZUK,1346
2154,GĘBKA,1345
2155,KRYCZKA,1345
2156,MAGDZIARZ,1345
2157,SKARŻYŃSKI,1344
2158,BRZÓZKA,1343
2159,DĘBEK,1343
2160,DZIUBIŃSKI,1343
2161,GAPIŃSKI,1343
2162,KRASNODĘBSKI,1343
2163,SHEVCHUK,1343
2164,SZREDER,1343
2165,BIGOS,1342
2166,WOJCIESZAK,1342
2167,KOCHAN,1341
2168,SZYMKIEWICZ,1341
2169,WĄDOŁOWSKI,1341
2170,KARASIEWICZ,1340
2171,MADEJA,1339
2172,MAŁKIEWICZ,1339
2173,BACZEWSKI,1338
2174,CYBULA,1338
2175,ŁUKASZUK,1338
2176,STACHYRA,1338
2177,PACYNA,1337
2178,RYDZ,1337
2179,KAPŁON,1336
2180,MURZYN,1336
2181,STRZAŁKA,1336
2182,MICHNIEWICZ,1335
2183,CZOPEK,1334
2184,DANIELEWICZ,1334
2185,SHEVCHENKO,1334
2186,KOLIŃSKI,1333
2187,FIJOŁEK,1332
2188,LUBAŃSKI,1332
2189,ŚWIĘTEK,1332
2190,BIZOŃ,1331
2191,BŁOCH,1331
2192,BORUTA,1331
2193,LANGER,1331
2194,BŁAŻEJCZYK,1330
2195,MIŁOSZ,1330
2196,RĘBISZ,1330
2197,NIEDŹWIEDZKI,1329
2198,PAŁCZYŃSKI,1329
2199,ZANIEWSKI,1328
2200,ŻUROWSKI,1328
2201,KOTŁOWSKI,1327
2202,CZARKOWSKI,1325
2203,JAWOREK,1325
2204,DZWONKOWSKI,1323
2205,GACA,1323
2206,ŁUPIŃSKI,1323
2207,STRÓŻYK,1323
2208,WOŁEK,1322
2209,KOŹLIK,1320
2210,RADZIEJEWSKI,1319
2211,WOLF,1319
2212,SIEKIERSKI,1318
2213,SIELSKI,1318
2214,GRAJEWSKI,1315
2215,STĘPIŃSKI,1313
2216,DOROSZ,1311
2217,KURZYŃSKI,1311
2218,MATUŁA,1311
2219,SŁOMA,1311
2220,SOKALSKI,1311
2221,PSZCZÓŁKOWSKI,1310
2222,MIKRUT,1309
2223,SKAWIŃSKI,1309
2224,FURMANEK,1307
2225,GUZY,1307
2226,KULAK,1307
2227,GROMADZKI,1305
2228,KŁYS,1305
2229,TYBURSKI,1305
2230,KRYSIŃSKI,1304
2231,WALASZEK,1304
2232,KARCZMARCZYK,1303
2233,PUDEŁKO,1303
2234,JANECZKO,1302
2235,MICHTA,1302
2236,CIECIERSKI,1301
2237,DOBEK,1301
2238,GAIK,1301
2239,SKÓRKA,1301
2240,WOCH,1301
2241,BUCZAK,1300
2242,OLSZOWY,1300
2243,PAROL,1300
2244,RUSAK,1300
2245,CZERSKI,1299
2246,HAWRYLUK,1299
2247,KULCZYŃSKI,1299
2248,OCZKOWSKI,1299
2249,OKRÓJ,1299
2250,RYGIELSKI,1299
2251,SURMACZ,1299
2252,GRZANKA,1298
2253,MAŚLAK,1298
2254,ŚMIGIEL,1298
2255,GRZĘDA,1297
2256,KUMOR,1297
2257,LATOS,1297
2258,GOŚCINIAK,1296
2259,PASTUSZAK,1296
2260,PRUSZYŃSKI,1296
2261,KLIMKOWSKI,1295
2262,BAJ,1294
2263,MAZGAJ,1293
2264,GREŃ,1292
2265,JAROSZEWICZ,1292
2266,KRAUS,1292
2267,PALUSZKIEWICZ,1292
2268,POTRYKUS,1292
2269,FIC,1291
2270,JUSZKIEWICZ,1291
2271,LIZAK,1291
2272,SIECZKA,1290
2273,JANOTA,1289
2274,KOVAL,1289
2275,RADOŃ,1289
2276,WYKA,1289
2277,ARCISZEWSKI,1288
2278,ROSÓŁ,1288
2279,SŁUPSKI,1288
2280,KONEFAŁ,1287
2281,GALUS,1286
2282,KABAT,1286
2283,CHABOWSKI,1285
2284,BARSKI,1284
2285,GAŁEK,1284
2286,JAROSZEK,1284
2287,BONDARENKO,1283
2288,BAR,1282
2289,PADUCH,1282
2290,ADAMOWSKI,1281
2291,CIURA,1280
2292,GALA,1280
2293,POTOCZNY,1280
2294,WOJTKIEWICZ,1280
2295,KALATA,1279
2296,REKOWSKI,1277
2297,RYCHTER,1277
2298,PELCZAR,1276
2299,REK,1275
2300,SKÓRSKI,1275
2301,STANIEK,1275
2302,BABICZ,1273
2303,BARTYZEL,1272
2304,GRUCHAŁA,1272
2305,MATYS,1272
2306,CIUPA,1271
2307,KOLANO,1271
2308,ŁOPATA,1271
2309,BIEGUN,1269
2310,POMORSKI,1269
2311,BISKUPSKI,1268
2312,KUBAT,1268
2313,PALA,1268
2314,FIEDOROWICZ,1267
2315,KUĆ,1267
2316,RUTKA,1267
2317,GÓRAK,1266
2318,KUPKA,1266
2319,TKOCZ,1266
2320,ŻYŁKA,1266
2321,BACH,1265
2322,JASZCZAK,1265
2323,KIJAK,1265
2324,KARDAS,1264
2325,PŁOŃSKI,1264
2326,ŁABĘDZKI,1263
2327,MIGAS,1263
2328,POWROŹNIK,1263
2329,STOPKA,1263
2330,DOLECKI,1262
2331,NAKONIECZNY,1262
2332,BRZYSKI,1261
2333,NAWARA,1261
2334,SZYMONIAK,1261
2335,TARCZYŃSKI,1261
2336,SIEK,1260
2337,NOGAJ,1259
2338,SOSZYŃSKI,1259
2339,BŁASZKOWSKI,1258
2340,KOTULA,1257
2341,OCHOCKI,1257
2342,KIM,1256
2343,KLECHA,1254
2344,RAJSKI,1253
2345,WENCEL,1252
2346,GURGUL,1251
2347,MARCHLEWSKI,1251
2348,WALTER,1251
2349,CEGLAREK,1249
2350,GARBOWSKI,1249
2351,IDZIK,1249
2352,KASPERCZYK,1249
2353,KUBIŚ,1248
2354,PRZYBYŁOWSKI,1248
2355,WOŹNICZKA,1248
2356,WRZESZCZ,1247
2357,BONK,1246
2358,BUCKI,1246
2359,SITKOWSKI,1246
2360,SMOLAK,1246
2361,ZIEMIŃSKI,1246
2362,BĄCZYK,1245
2363,GRADOWSKI,1245
2364,ŁUNIEWSKI,1245
2365,CIBOROWSKI,1244
2366,DRZYMAŁA,1244
2367,GŁĘBOCKI,1243
2368,KARDASZ,1243
2369,KOCJAN,1242
2370,ZACHARSKI,1242
2371,BAKALARZ,1241
2372,KWIEK,1240
2373,MARCISZ,1240
2374,RACZEK,1240
2375,RÓŻALSKI,1239
2376,BRODZIŃSKI,1238
2377,FOLTYN,1238
2378,KUBERA,1238
2379,SOBIESKI,1238
2380,STRĄCZEK,1237
2381,BAZAN,1236
2382,CZARNIECKI,1236
2383,MACIOŁEK,1236
2384,STYCZEŃ,1236
2385,BRZOSTOWSKI,1235
2386,DUDZIC,1235
2387,FOJCIK,1235
2388,HOPPE,1235
2389,NIZIOŁ,1234
2390,TREDER,1234
2391,ZAPART,1234
2392,GRĘDA,1233
2393,KLUCZYŃSKI,1233
2394,KOPAŃSKI,1233
2395,SMOLARCZYK,1232
2396,DOMBROWSKI,1231
2397,FIGURSKI,1231
2398,WIERCIŃSKI,1231
2399,FRONTCZAK,1230
2400,JAROMIN,1230
2401,PAŹDZIOR,1230
2402,RUSZCZYK,1230
2403,WISZOWATY,1230
2404,GAŁKOWSKI,1229
2405,DURKA,1228
2406,KRAMARZ,1228
2407,KURAS,1227
2408,DOMŻALSKI,1225
2409,KONKEL,1225
2410,RAJEWSKI,1225
2411,KONARZEWSKI,1224
2412,SOLIŃSKI,1224
2413,WAJS,1224
2414,FALKIEWICZ,1223
2415,MASTERNAK,1222
2416,BUJALSKI,1221
2417,JARZĘBSKI,1221
2418,SZABŁOWSKI,1221
2419,JAKUBOWICZ,1220
2420,RADWAN,1220
2421,WIĘCH,1220
2422,BANASZCZYK,1219
2423,STRUGAŁA,1219
2424,SZARY,1219
2425,GRZYWA,1218
2426,ŁOJEWSKI,1218
2427,SZYDLIK,1218
2428,BYCZKOWSKI,1217
2429,KUCIA,1216
2430,KACZOREK,1215
2431,MAZUROWSKI,1214
2432,SIDOROWICZ,1214
2433,GRODZICKI,1213
2434,MROŻEK,1212
2435,MRZYGŁÓD,1212
2436,KOTLIŃSKI,1211
2437,MAĆKIEWICZ,1211
2438,STAŃKO,1211
2439,GOS,1210
2440,KOSIBA,1210
2441,RYCZEK,1210
2442,SULEWSKI,1210
2443,WAŚKO,1210
2444,MICHALCZUK,1209
2445,ZABORSKI,1209
2446,BERNAŚ,1208
2447,LANGOWSKI,1207
2448,ROLKA,1207
2449,TALAREK,1207
2450,BRODZIAK,1206
2451,DYL,1206
2452,MIKOS,1206
2453,LEHMANN,1205
2454,STASIUK,1205
2455,JANIA,1204
2456,LENKIEWICZ,1204
2457,WEISS,1204
2458,GARCZYŃSKI,1203
2459,KEMPIŃSKI,1203
2460,PROKOPIUK,1203
2461,PYTLAK,1203
2462,BUDZIK,1202
2463,MATRAS,1202
2464,SZLACHETKA,1202
2465,OLSZÓWKA,1201
2466,MUSIALIK,1200
2467,ŚWIĘCH,1199
2468,SIWY,1198
2469,MATYSIK,1196
2470,PIECZONKA,1195
2471,KORDEK,1194
2472,SULIKOWSKI,1194
2473,DEMBOWSKI,1193
2474,GRZESZCZUK,1193
2475,JADCZAK,1193
2476,LEBIODA,1193
2477,TOMASIAK,1193
2478,CHORĄŻY,1191
2479,SKRODZKI,1190
2480,PYZIK,1189
2481,STANISZ,1189
2482,KOVALENKO,1188
2483,ŁĘGOWSKI,1188
2484,PRZYGODZKI,1188
2485,SIERAKOWSKI,1188
2486,TRZASKOWSKI,1188
2487,KOWOL,1187
2488,STANIAK,1187
2489,GRZYWNA,1185
2490,ORZOŁ,1185
2491,POLIT,1185
2492,PUŁAWSKI,1185
2493,MALINA,1184
2494,SZYSZKOWSKI,1184
2495,DOLNY,1183
2496,RYNKOWSKI,1183
2497,ŚLUSARZ,1183
2498,DERDA,1181
2499,GORCZYŃSKI,1181
2500,ŚWIERK,1181
2501,DĄBROWA,1180
2502,KOBYLARZ,1180
2503,BODZIONY,1179
2504,DZIEWULSKI,1178
2505,GRZESZCZYK,1178
2506,PĘKAŁA,1178
2507,SALWA,1178
2508,PIĘKOŚ,1177
2509,CURYŁO,1176
2510,KAROLEWSKI,1176
2511,SOBOTKA,1176
2512,ZUBRZYCKI,1176
2513,ŻAKOWSKI,1176
2514,BURCZYK,1175
2515,BERGER,1173
2516,CZARNOCKI,1173
2517,FABER,1172
2518,ŁUSZCZYŃSKI,1172
2519,PIKUL,1172
2520,GAWOR,1171
2521,KOPERA,1171
2522,ILNICKI,1170
2523,KLEPACZ,1170
2524,ROMANEK,1170
2525,OWCZARZAK,1169
2526,ANTONOWICZ,1168
2527,JAWOR,1168
2528,KOŃCZAK,1168
2529,KUSY,1168
2530,GARSTKA,1167
2531,JUCHA,1167
2532,SZULIK,1167
2533,ANDRZEJCZYK,1166
2534,BUCHTA,1166
2535,HUK,1166
2536,PATEREK,1166
2537,SUCHY,1166
2538,KUKULSKI,1165
2539,DOBKOWSKI,1164
2540,KIJOWSKI,1163
2541,KORUS,1163
2542,GARUS,1162
2543,ŻUR,1162
2544,BERLIŃSKI,1161
2545,LAZAR,1161
2546,ŁAPA,1161
2547,POBŁOCKI,1161
2548,GACH,1160
2549,PILECKI,1160
2550,SNOPEK,1160
2551,JAGODA,1157
2552,KRYSA,1157
2553,PISARCZYK,1157
2554,ŻABICKI,1157
2555,ANTOSZ,1156
2556,KUŚMIEREK,1156
2557,STACHERA,1156
2558,STASIŃSKI,1156
2559,RAJCA,1155
2560,ŚWIERCZEWSKI,1155
2561,GOMÓŁKA,1154
2562,KOSZYK,1154
2563,MRUGAŁA,1154
2564,MATECKI,1153
2565,BIEŃKO,1152
2566,BINIEK,1152
2567,RASZEWSKI,1152
2568,CEDRO,1151
2569,DASZKIEWICZ,1150
2570,LUBECKI,1150
2571,SERWATKA,1150
2572,ŚNIEŻEK,1150
2573,KWIETNIEWSKI,1149
2574,DANKOWSKI,1148
2575,KŁUSEK,1148
2576,KNAPCZYK,1148
2577,SZALA,1148
2578,MARUSZAK,1147
2579,RZĄSA,1147
2580,WALISZEWSKI,1147
2581,KOSMOWSKI,1145
2582,DERA,1144
2583,KONDRACIUK,1144
2584,TOMCZUK,1144
2585,BALCEREK,1143
2586,MICHOŃ,1143
2587,SZYPUŁA,1142
2588,DZIEKAN,1141
2589,PASIK,1141
2590,WIETESKA,1141
2591,BARCZYŃSKI,1140
2592,LEŚNIK,1140
2593,NICPOŃ,1140
2594,STOLARZ,1140
2595,BŁACH,1139
2596,KŁOSEK,1139
2597,KRUPKA,1139
2598,SKORUPKA,1138
2599,TYC,1138
2600,BARWIŃSKI,1137
2601,DUCH,1137
2602,PIEC,1137
2603,ROGÓŻ,1137
2604,TURKIEWICZ,1137
2605,BŁACHUT,1136
2606,FARON,1136
2607,KIEŁTYKA,1136
2608,KUCA,1136
2609,JAROŃ,1135
2610,RAŚ,1135
2611,KOTLARZ,1134
2612,REGUŁA,1134
2613,SULIGA,1134
2614,KRAWCZUK,1133
2615,BOROWCZYK,1132
2616,DOŁĘGA,1132
2617,KULIŚ,1132
2618,MĘDREK,1131
2619,OPALA,1130
2620,WALEWSKI,1130
2621,ZIĘTARA,1130
2622,TATARA,1129
2623,DANIELAK,1127
2624,DĘBIEC,1127
2625,GŁAZ,1127
2626,KWOLEK,1127
2627,SŁONINA,1127
2628,TCHÓRZEWSKI,1127
2629,KURAŚ,1126
2630,POMYKAŁA,1126
2631,DROZDEK,1125
2632,OGORZAŁEK,1125
2633,OLIWA,1125
2634,SITARSKI,1125
2635,DANOWSKI,1124
2636,MARUT,1124
2637,WIELICZKO,1124
2638,MIZERSKI,1123
2639,PYTKA,1123
2640,OLĘDZKI,1122
2641,ZYSKOWSKI,1122
2642,PAPIEŻ,1121
2643,PIECHACZEK,1121
2644,SZCZEPANOWSKI,1121
2645,BLACHA,1120
2646,NGUYỄN,1120
2647,ROSIK,1120
2648,SIEWIERSKI,1120
2649,GONERA,1119
2650,LANDOWSKI,1119
2651,ROSIEK,1119
2652,KUKUŁKA,1118
2653,MIRGA,1118
2654,CHRAPEK,1116
2655,MAZURCZAK,1116
2656,TWARÓG,1116
2657,WILKOSZ,1116
2658,PIECZYŃSKI,1115
2659,SYREK,1115
2660,SZCZEPANKIEWICZ,1115
2661,MIGACZ,1114
2662,FOKS,1113
2663,MALESA,1113
2664,RUSZKIEWICZ,1113
2665,SIECZKOWSKI,1113
2666,DŁUGOŁĘCKI,1111
2667,JAŁOCHA,1111
2668,MACIEJOWSKI,1111
2669,ROZBICKI,1111
2670,DZIADEK,1110
2671,GRYZ,1110
2672,SAMEK,1110
2673,ŁABUZ,1109
2674,PALCZEWSKI,1109
2675,SZABAT,1109
2676,BOBOWSKI,1108
2677,KOLENDA,1107
2678,NEJMAN,1107
2679,KUŹNICKI,1106
2680,SKONECZNY,1106
2681,SZUSTAK,1106
2682,GACKOWSKI,1105
2683,GANCARCZYK,1105
2684,KRYSTEK,1105
2685,MAGDA,1105
2686,OBRZUT,1105
2687,BOJKO,1104
2688,CEGIEŁKA,1104
2689,KRĘŻEL,1104
2690,PIECHOWICZ,1103
2691,RATYŃSKI,1102
2692,WIECZORKOWSKI,1102
2693,BUDEK,1101
2694,MEYER,1101
2695,ŻELAZKO,1101
2696,BYCZEK,1100
2697,MAGDZIAK,1100
2698,PAŃCZYK,1100
2699,WAWRO,1100
2700,CHOŁUJ,1099
2701,GABOR,1099
2702,GOC,1099
2703,KACHEL,1099
2704,KELLER,1099
2705,MIERZWIŃSKI,1099
2706,PIETROWSKI,1099
2707,PODBIELSKI,1099
2708,PALIŃSKI,1098
2709,ŚWIĄDER,1098
2710,GŁÓWKA,1097
2711,ŁĄTKA,1097
2712,PIECHNIK,1097
2713,KALKOWSKI,1096
2714,MIRECKI,1096
2715,PIETRYKA,1096
2716,DUNAJ,1095
2717,KLIM,1095
2718,GILEWSKI,1094
2719,IZYDORCZYK,1094
2720,LITWIŃSKI,1094
2721,DEMSKI,1092
2722,STRĄK,1092
2723,BASIAK,1091
2724,PSZCZOŁA,1091
2725,NIEWIAROWSKI,1090
2726,PYREK,1090
2727,KACZANOWSKI,1089
2728,KLUBA,1089
2729,PAWLUCZUK,1089
2730,SUSKA,1089
2731,KAROLCZAK,1088
2732,CZACHOR,1087
2733,KOŻUCHOWSKI,1087
2734,STYCZYŃSKI,1087
2735,KOTARBA,1086
2736,BIEDROŃ,1085
2737,MACIEJAK,1085
2738,OLIINYK,1085
2739,MIKOŁAJCZUK,1084
2740,SURÓWKA,1084
2741,PAWELSKI,1083
2742,SZUSTER,1083
2743,OWCZARCZYK,1082
2744,WĘSIERSKI,1082
2745,CWALINA,1081
2746,HERNIK,1081
2747,KATA,1081
2748,MICHNO,1081
2749,PIONTEK,1081
2750,BRONISZEWSKI,1080
2751,POPOWSKI,1080
2752,SCHNEIDER,1080
2753,CIERNIAK,1079
2754,DWORAKOWSKI,1079
2755,GOSZCZYŃSKI,1079
2756,MOLSKI,1079
2757,RICHERT,1078
2758,SOBIK,1078
2759,ŚLUSARSKI,1078
2760,TURZYŃSKI,1078
2761,GAŁCZYŃSKI,1077
2762,GROCHAL,1077
2763,GUBAŁA,1077
2764,BONDAR,1076
2765,GRAJEK,1076
2766,KURKIEWICZ,1076
2767,STAŃCZUK,1076
2768,RYCHLEWSKI,1075
2769,MARECKI,1074
2770,PAPIERNIK,1074
2771,TKACHENKO,1074
2772,TKACHUK,1073
2773,KIEŁB,1072
2774,KONOPACKI,1072
2775,MURAS,1072
2776,IGNATOWICZ,1071
2777,MENDEL,1071
2778,PAUL,1071
2779,FURMAŃSKI,1069
2780,STAWIŃSKI,1069
2781,DRAPAŁA,1068
2782,MIEDZIŃSKI,1068
2783,PĄCZEK,1068
2784,PIJANOWSKI,1068
2785,POLIŃSKI,1068
2786,ŚWIĘTOCHOWSKI,1068
2787,OLSZAŃSKI,1066
2788,GWIŻDŻ,1065
2789,SZATAN,1065
2790,WADOWSKI,1065
2791,BARANEK,1064
2792,DULĘBA,1064
2793,SZURA,1064
2794,WĄTOR,1064
2795,KRASUCKI,1063
2796,ZDEB,1063
2797,BIEDA,1062
2798,POKRYWKA,1062
2799,STASZKIEWICZ,1062
2800,KONOPKO,1061
2801,ŁAZARSKI,1061
2802,PIETRASZEWSKI,1061
2803,PISULA,1061
2804,WIATER,1061
2805,ADACH,1060
2806,STĘPKOWSKI,1060
2807,KAPELA,1059
2808,SZMYD,1059
2809,BARANIAK,1058
2810,LICHOTA,1058
2811,BANIA,1057
2812,DURA,1057
2813,GLISZCZYŃSKI,1057
2814,PIETRASZKO,1057
2815,REMISZEWSKI,1057
2816,TOMKIEWICZ,1057
2817,MORDARSKI,1056
2818,STEĆ,1056
2819,KARPIUK,1055
2820,KLIMA,1055
2821,KRAS,1055
2822,PETRYKOWSKI,1055
2823,SIUTA,1055
2824,HYLA,1054
2825,RYCHLICKI,1054
2826,TATAR,1054
2827,KOCHANEK,1053
2828,KUBIS,1053
2829,OŁDAK,1053
2830,TOMASZEWICZ,1053
2831,KOSSOWSKI,1052
2832,SZCZERBIŃSKI,1052
2833,WODZIŃSKI,1052
2834,ANTOS,1051
2835,FRĄSZCZAK,1051
2836,IWANIEC,1051
2837,MATEJKO,1051
2838,SŁOTWIŃSKI,1051
2839,BALA,1050
2840,JUNG,1050
2841,ŁUSZCZ,1050
2842,PĘDZIWIATR,1050
2843,BRODZIK,1049
2844,FORMELLA,1049
2845,GALICKI,1049
2846,JANCZYK,1049
2847,DRĘŻEK,1048
2848,JAŚKOWIAK,1048
2849,KOZIARSKI,1048
2850,CENDROWSKI,1047
2851,KORONA,1047
2852,KUCZEK,1047
2853,MISZEWSKI,1047
2854,MOSKAŁA,1047
2855,PODLEWSKI,1047
2856,KOROL,1046
2857,TARGOŃSKI,1046
2858,ŁYKO,1045
2859,GUMIŃSKI,1044
2860,LUTY,1044
2861,WAŚNIEWSKI,1044
2862,BAL,1043
2863,BUKAŁA,1043
2864,CIACH,1043
2865,KŁODA,1043
2866,NAWRAT,1043
2867,PRZEPIÓRA,1043
2868,ZABROCKI,1043
2869,KLUZ,1042
2870,KONDRAT,1042
2871,POPOWICZ,1042
2872,WALICZEK,1042
2873,WOJEWÓDZKI,1042
2874,KULAWIK,1041
2875,NITKA,1041
2876,PAPIS,1041
2877,WOŹNIAKOWSKI,1041
2878,KOCZOROWSKI,1040
2879,REJMAN,1040
2880,WODZYŃSKI,1040
2881,KIEŁCZEWSKI,1039
2882,GABRYSIAK,1038
2883,KULETA,1038
2884,MIKOŁAJEK,1038
2885,PRZEPIÓRKA,1038
2886,PYRA,1038
2887,BLICHARSKI,1037
2888,OCIEPA,1037
2889,OLSZOWSKI,1037
2890,KUBICZ,1036
2891,NAJDA,1036
2892,KORZEŃ,1035
2893,OŻGA,1035
2894,WYSZOMIRSKI,1035
2895,KONDRATOWICZ,1034
2896,BAJDA,1033
2897,GRODECKI,1033
2898,JACEK,1033
2899,WRZESIEŃ,1033
2900,ZIMOCH,1033
2901,BAKUŁA,1032
2902,BELKA,1032
2903,GRENDA,1032
2904,MAŁYSZ,1032
2905,PĘCAK,1032
2906,PRUSINOWSKI,1032
2907,CHOMA,1031
2908,GAC,1031
2909,GOZDEK,1031
2910,KULCZYK,1031
2911,NIEWCZAS,1031
2912,CWYNAR,1029
2913,KOSIK,1029
2914,CIOK,1028
2915,MARTYNIAK,1028
2916,SKOREK,1028
2917,STENKA,1028
2918,ANTONIEWICZ,1027
2919,BARCIKOWSKI,1027
2920,KRUCZKOWSKI,1027
2921,MARUSZEWSKI,1027
2922,ŻELAZOWSKI,1027
2923,WIERZBIŃSKI,1026
2924,BŁASZAK,1025
2925,GRACA,1025
2926,SZYDEŁKO,1025
2927,TWAROWSKI,1025
2928,WITOWSKI,1025
2929,GÓROWSKI,1024
2930,ŁYSAKOWSKI,1024
2931,PARYS,1024
2932,RYGIEL,1024
2933,BABULA,1023
2934,JĘDRASIK,1023
2935,WICIŃSKI,1023
2936,BIAŁOŃ,1022
2937,CEBULSKI,1022
2938,DYBAŁA,1022
2939,JAKÓBCZYK,1022
2940,RYKOWSKI,1022
2941,BIELEC,1021
2942,WIERCIOCH,1021
2943,ZARYCHTA,1021
2944,ZIOŁO,1021
2945,BULIŃSKI,1020
2946,KOWOLIK,1020
2947,PUK,1019
2948,UMIŃSKI,1019
2949,RAJKOWSKI,1018
2950,SZKLARSKI,1018
2951,ZIĘCINA,1018
2952,BUŁA,1017
2953,KOPIŃSKI,1017
2954,KOZUBEK,1017
2955,WADAS,1017
2956,GŁOWIŃSKI,1016
2957,GOLAŃSKI,1016
2958,KIELAK,1016
2959,KRAMARCZYK,1016
2960,LECHOWSKI,1016
2961,SKOLIMOWSKI,1016
2962,WNOROWSKI,1016
2963,DUCHNOWSKI,1015
2964,MISIURA,1014
2965,RUS,1014
2966,ZIMNICKI,1014
2967,STANOWSKI,1013
2968,BIS,1012
2969,FUCHS,1012
2970,HINZ,1012
2971,WÓJCIKOWSKI,1012
2972,ŻARSKI,1012
2973,FURMANIAK,1011
2974,OTTO,1011
2975,SZCZYPIŃSKI,1010
2976,SZCZYPKA,1010
2977,CHAŁUPKA,1009
2978,ORACZ,1009
2979,WOJTYŁA,1009
2980,MAJKUT,1008
2981,MAKSYMOWICZ,1008
2982,MENTEL,1008
2983,NIEMYJSKI,1008
2984,SIUDAK,1008
2985,BOBIŃSKI,1007
2986,CZUPRYŃSKI,1007
2987,HOŁDA,1007
2988,SMOŁA,1007
2989,WOJAS,1007
2990,GIERA,1006
2991,WESOŁEK,1006
2992,BALCERAK,1005
2993,FIAŁKOWSKI,1005
2994,GUGAŁA,1005
2995,KRZYSZTOŃ,1005
2996,PARUZEL,1005
2997,MROCZKA,1003
2998,CHOMICZ,1002
2999,ŁYSOŃ,1002
3000,ZACZEK,1001
3001,BEREZA,1000
3002,HALICKI,1000
3003,PRZYBYŁOWICZ,1000
3004,BANASIEWICZ,999
3005,MALEK,999
3006,PEREK,999
3007,RYTEL,999
3008,CHEŁSTOWSKI,998
3009,STROJEK,997
3010,ŚMIECH,997
3011,TOBOŁA,996
3012,CHMIELIŃSKI,995
3013,FUDALI,995
3014,KOSMALSKI,995
3015,SIEMIĄTKOWSKI,995
